batch_no,ctq_name,feature_name,feature_value,feature_type,target_value
YOG2026052003,双歧杆菌数,发酵时间,7.9,numeric,53417413.5
YOG2026052003,双歧杆菌数,发酵温度,41.8,numeric,53417413.5
YOG2026052003,双歧杆菌数,菌种类型,Bb-12,categorical,53417413.5
YOG2026052003,双歧杆菌数,待装罐储存温度,4.6,numeric,53417413.5
YOG2026052003,双歧杆菌数,配料糖添加量,8.4,numeric,53417413.5
YOG2026052003,双歧杆菌数,配料蛋白质含量,3.1,numeric,53417413.5
YOG2026052004,双歧杆菌数,发酵时间,6.7,numeric,73723827.0
YOG2026052004,双歧杆菌数,发酵温度,39.4,numeric,73723827.0
YOG2026052004,双歧杆菌数,菌种类型,Bb-12,categorical,73723827.0
YOG2026052004,双歧杆菌数,待装罐储存温度,3.4,numeric,73723827.0
YOG2026052004,双歧杆菌数,配料糖添加量,7.9,numeric,73723827.0
YOG2026052004,双歧杆菌数,配料蛋白质含量,3.4,numeric,73723827.0
YOG2026052005,双歧杆菌数,发酵时间,6.0,numeric,77988226.1
YOG2026052005,双歧杆菌数,发酵温度,40.6,numeric,77988226.1
YOG2026052005,双歧杆菌数,菌种类型,Bb-12,categorical,77988226.1
YOG2026052005,双歧杆菌数,待装罐储存温度,2.9,numeric,77988226.1
YOG2026052005,双歧杆菌数,配料糖添加量,8.2,numeric,77988226.1
YOG2026052005,双歧杆菌数,配料蛋白质含量,3.9,numeric,77988226.1
YOG2026052006,双歧杆菌数,发酵时间,6.5,numeric,57337454.6
YOG2026052006,双歧杆菌数,发酵温度,38.0,numeric,57337454.6
YOG2026052006,双歧杆菌数,菌种类型,BL21,categorical,57337454.6
YOG2026052006,双歧杆菌数,待装罐储存温度,3.7,numeric,57337454.6
YOG2026052006,双歧杆菌数,配料糖添加量,8.8,numeric,57337454.6
YOG2026052006,双歧杆菌数,配料蛋白质含量,3.9,numeric,57337454.6
YOG2026052007,双歧杆菌数,发酵时间,6.4,numeric,66809107.2
YOG2026052007,双歧杆菌数,发酵温度,40.4,numeric,66809107.2
YOG2026052007,双歧杆菌数,菌种类型,BB536,categorical,66809107.2
YOG2026052007,双歧杆菌数,待装罐储存温度,3.5,numeric,66809107.2
YOG2026052007,双歧杆菌数,配料糖添加量,7.9,numeric,66809107.2
YOG2026052007,双歧杆菌数,配料蛋白质含量,4.0,numeric,66809107.2
YOG2026052008,双歧杆菌数,发酵时间,6.2,numeric,65736718.3
YOG2026052008,双歧杆菌数,发酵温度,40.2,numeric,65736718.3
YOG2026052008,双歧杆菌数,菌种类型,HN019,categorical,65736718.3
YOG2026052008,双歧杆菌数,待装罐储存温度,4.5,numeric,65736718.3
YOG2026052008,双歧杆菌数,配料糖添加量,8.8,numeric,65736718.3
YOG2026052008,双歧杆菌数,配料蛋白质含量,3.5,numeric,65736718.3
YOG2026052009,双歧杆菌数,发酵时间,7.2,numeric,66500003.7
YOG2026052009,双歧杆菌数,发酵温度,39.7,numeric,66500003.7
YOG2026052009,双歧杆菌数,菌种类型,BL21,categorical,66500003.7
YOG2026052009,双歧杆菌数,待装罐储存温度,4.3,numeric,66500003.7
YOG2026052009,双歧杆菌数,配料糖添加量,7.8,numeric,66500003.7
YOG2026052009,双歧杆菌数,配料蛋白质含量,3.6,numeric,66500003.7
YOG2026052010,双歧杆菌数,发酵时间,6.8,numeric,60729210.0
YOG2026052010,双歧杆菌数,发酵温度,40.3,numeric,60729210.0
YOG2026052010,双歧杆菌数,菌种类型,BB536,categorical,60729210.0
YOG2026052010,双歧杆菌数,待装罐储存温度,4.0,numeric,60729210.0
YOG2026052010,双歧杆菌数,配料糖添加量,8.8,numeric,60729210.0
YOG2026052010,双歧杆菌数,配料蛋白质含量,3.5,numeric,60729210.0
YOG2026052011,双歧杆菌数,发酵时间,6.1,numeric,67376836.8
YOG2026052011,双歧杆菌数,发酵温度,41.0,numeric,67376836.8
YOG2026052011,双歧杆菌数,菌种类型,Bb-12,categorical,67376836.8
YOG2026052011,双歧杆菌数,待装罐储存温度,3.1,numeric,67376836.8
YOG2026052011,双歧杆菌数,配料糖添加量,7.5,numeric,67376836.8
YOG2026052011,双歧杆菌数,配料蛋白质含量,3.4,numeric,67376836.8
YOG2026052012,双歧杆菌数,发酵时间,7.7,numeric,41393059.0
YOG2026052012,双歧杆菌数,发酵温度,38.3,numeric,41393059.0
YOG2026052012,双歧杆菌数,菌种类型,BB536,categorical,41393059.0
YOG2026052012,双歧杆菌数,待装罐储存温度,7.1,numeric,41393059.0
YOG2026052012,双歧杆菌数,配料糖添加量,8.7,numeric,41393059.0
YOG2026052012,双歧杆菌数,配料蛋白质含量,3.5,numeric,41393059.0
YOG2026052013,双歧杆菌数,发酵时间,7.0,numeric,72216506.2
YOG2026052013,双歧杆菌数,发酵温度,40.2,numeric,72216506.2
YOG2026052013,双歧杆菌数,菌种类型,HN019,categorical,72216506.2
YOG2026052013,双歧杆菌数,待装罐储存温度,4.5,numeric,72216506.2
YOG2026052013,双歧杆菌数,配料糖添加量,8.5,numeric,72216506.2
YOG2026052013,双歧杆菌数,配料蛋白质含量,3.6,numeric,72216506.2
YOG2026052014,双歧杆菌数,发酵时间,7.0,numeric,71722717.7
YOG2026052014,双歧杆菌数,发酵温度,39.8,numeric,71722717.7
YOG2026052014,双歧杆菌数,菌种类型,BL21,categorical,71722717.7
YOG2026052014,双歧杆菌数,待装罐储存温度,3.8,numeric,71722717.7
YOG2026052014,双歧杆菌数,配料糖添加量,7.9,numeric,71722717.7
YOG2026052014,双歧杆菌数,配料蛋白质含量,3.7,numeric,71722717.7
YOG2026052015,双歧杆菌数,发酵时间,7.3,numeric,48774131.2
YOG2026052015,双歧杆菌数,发酵温度,38.0,numeric,48774131.2
YOG2026052015,双歧杆菌数,菌种类型,BB536,categorical,48774131.2
YOG2026052015,双歧杆菌数,待装罐储存温度,4.7,numeric,48774131.2
YOG2026052015,双歧杆菌数,配料糖添加量,8.1,numeric,48774131.2
YOG2026052015,双歧杆菌数,配料蛋白质含量,3.5,numeric,48774131.2
YOG2026052016,双歧杆菌数,发酵时间,6.8,numeric,59726080.8
YOG2026052016,双歧杆菌数,发酵温度,40.9,numeric,59726080.8
YOG2026052016,双歧杆菌数,菌种类型,BL21,categorical,59726080.8
YOG2026052016,双歧杆菌数,待装罐储存温度,4.9,numeric,59726080.8
YOG2026052016,双歧杆菌数,配料糖添加量,7.5,numeric,59726080.8
YOG2026052016,双歧杆菌数,配料蛋白质含量,3.6,numeric,59726080.8
YOG2026052017,双歧杆菌数,发酵时间,6.5,numeric,67950197.0
YOG2026052017,双歧杆菌数,发酵温度,38.9,numeric,67950197.0
YOG2026052017,双歧杆菌数,菌种类型,HN019,categorical,67950197.0
YOG2026052017,双歧杆菌数,待装罐储存温度,3.4,numeric,67950197.0
YOG2026052017,双歧杆菌数,配料糖添加量,8.6,numeric,67950197.0
YOG2026052017,双歧杆菌数,配料蛋白质含量,3.7,numeric,67950197.0
YOG2026052018,双歧杆菌数,发酵时间,7.3,numeric,71381419.2
YOG2026052018,双歧杆菌数,发酵温度,40.6,numeric,71381419.2
YOG2026052018,双歧杆菌数,菌种类型,Bb-12,categorical,71381419.2
YOG2026052018,双歧杆菌数,待装罐储存温度,4.5,numeric,71381419.2
YOG2026052018,双歧杆菌数,配料糖添加量,7.6,numeric,71381419.2
YOG2026052018,双歧杆菌数,配料蛋白质含量,3.6,numeric,71381419.2
YOG2026052019,双歧杆菌数,发酵时间,7.4,numeric,59627130.4
YOG2026052019,双歧杆菌数,发酵温度,40.6,numeric,59627130.4
YOG2026052019,双歧杆菌数,菌种类型,BL21,categorical,59627130.4
YOG2026052019,双歧杆菌数,待装罐储存温度,5.2,numeric,59627130.4
YOG2026052019,双歧杆菌数,配料糖添加量,8.5,numeric,59627130.4
YOG2026052019,双歧杆菌数,配料蛋白质含量,3.6,numeric,59627130.4
YOG2026052020,双歧杆菌数,发酵时间,7.5,numeric,74468721.6
YOG2026052020,双歧杆菌数,发酵温度,40.0,numeric,74468721.6
YOG2026052020,双歧杆菌数,菌种类型,HN019,categorical,74468721.6
YOG2026052020,双歧杆菌数,待装罐储存温度,3.1,numeric,74468721.6
YOG2026052020,双歧杆菌数,配料糖添加量,7.9,numeric,74468721.6
YOG2026052020,双歧杆菌数,配料蛋白质含量,3.4,numeric,74468721.6
YOG2026052101,双歧杆菌数,发酵时间,6.7,numeric,73729973.9
YOG2026052101,双歧杆菌数,发酵温度,39.9,numeric,73729973.9
YOG2026052101,双歧杆菌数,菌种类型,Bb-12,categorical,73729973.9
YOG2026052101,双歧杆菌数,待装罐储存温度,3.2,numeric,73729973.9
YOG2026052101,双歧杆菌数,配料糖添加量,7.8,numeric,73729973.9
YOG2026052101,双歧杆菌数,配料蛋白质含量,3.1,numeric,73729973.9
YOG2026052102,双歧杆菌数,发酵时间,7.1,numeric,79985414.7
YOG2026052102,双歧杆菌数,发酵温度,40.0,numeric,79985414.7
YOG2026052102,双歧杆菌数,菌种类型,HN019,categorical,79985414.7
YOG2026052102,双歧杆菌数,待装罐储存温度,3.2,numeric,79985414.7
YOG2026052102,双歧杆菌数,配料糖添加量,8.5,numeric,79985414.7
YOG2026052102,双歧杆菌数,配料蛋白质含量,3.7,numeric,79985414.7
YOG2026052103,双歧杆菌数,发酵时间,6.2,numeric,70509769.0
YOG2026052103,双歧杆菌数,发酵温度,39.4,numeric,70509769.0
YOG2026052103,双歧杆菌数,菌种类型,HN019,categorical,70509769.0
YOG2026052103,双歧杆菌数,待装罐储存温度,3.2,numeric,70509769.0
YOG2026052103,双歧杆菌数,配料糖添加量,7.3,numeric,70509769.0
YOG2026052103,双歧杆菌数,配料蛋白质含量,3.7,numeric,70509769.0
YOG2026052104,双歧杆菌数,发酵时间,6.9,numeric,66946437.4
YOG2026052104,双歧杆菌数,发酵温度,39.8,numeric,66946437.4
YOG2026052104,双歧杆菌数,菌种类型,BB536,categorical,66946437.4
YOG2026052104,双歧杆菌数,待装罐储存温度,2.0,numeric,66946437.4
YOG2026052104,双歧杆菌数,配料糖添加量,8.4,numeric,66946437.4
YOG2026052104,双歧杆菌数,配料蛋白质含量,3.3,numeric,66946437.4
YOG2026052105,双歧杆菌数,发酵时间,7.0,numeric,63315056.0
YOG2026052105,双歧杆菌数,发酵温度,40.2,numeric,63315056.0
YOG2026052105,双歧杆菌数,菌种类型,Bb-12,categorical,63315056.0
YOG2026052105,双歧杆菌数,待装罐储存温度,5.4,numeric,63315056.0
YOG2026052105,双歧杆菌数,配料糖添加量,7.1,numeric,63315056.0
YOG2026052105,双歧杆菌数,配料蛋白质含量,3.0,numeric,63315056.0
YOG2026052106,双歧杆菌数,发酵时间,7.1,numeric,58824773.9
YOG2026052106,双歧杆菌数,发酵温度,41.4,numeric,58824773.9
YOG2026052106,双歧杆菌数,菌种类型,HN019,categorical,58824773.9
YOG2026052106,双歧杆菌数,待装罐储存温度,5.2,numeric,58824773.9
YOG2026052106,双歧杆菌数,配料糖添加量,8.1,numeric,58824773.9
YOG2026052106,双歧杆菌数,配料蛋白质含量,3.4,numeric,58824773.9
YOG2026052107,双歧杆菌数,发酵时间,7.4,numeric,70573169.3
YOG2026052107,双歧杆菌数,发酵温度,39.2,numeric,70573169.3
YOG2026052107,双歧杆菌数,菌种类型,Bb-12,categorical,70573169.3
YOG2026052107,双歧杆菌数,待装罐储存温度,4.5,numeric,70573169.3
YOG2026052107,双歧杆菌数,配料糖添加量,8.4,numeric,70573169.3
YOG2026052107,双歧杆菌数,配料蛋白质含量,3.7,numeric,70573169.3
YOG2026052108,双歧杆菌数,发酵时间,8.4,numeric,65068570.0
YOG2026052108,双歧杆菌数,发酵温度,40.3,numeric,65068570.0
YOG2026052108,双歧杆菌数,菌种类型,Bb-12,categorical,65068570.0
YOG2026052108,双歧杆菌数,待装罐储存温度,3.5,numeric,65068570.0
YOG2026052108,双歧杆菌数,配料糖添加量,8.0,numeric,65068570.0
YOG2026052108,双歧杆菌数,配料蛋白质含量,3.1,numeric,65068570.0
YOG2026052109,双歧杆菌数,发酵时间,6.7,numeric,74212552.4
YOG2026052109,双歧杆菌数,发酵温度,39.7,numeric,74212552.4
YOG2026052109,双歧杆菌数,菌种类型,Bb-12,categorical,74212552.4
YOG2026052109,双歧杆菌数,待装罐储存温度,3.5,numeric,74212552.4
YOG2026052109,双歧杆菌数,配料糖添加量,8.1,numeric,74212552.4
YOG2026052109,双歧杆菌数,配料蛋白质含量,3.3,numeric,74212552.4
YOG2026052110,双歧杆菌数,发酵时间,7.6,numeric,75229896.0
YOG2026052110,双歧杆菌数,发酵温度,40.0,numeric,75229896.0
YOG2026052110,双歧杆菌数,菌种类型,Bb-12,categorical,75229896.0
YOG2026052110,双歧杆菌数,待装罐储存温度,4.0,numeric,75229896.0
YOG2026052110,双歧杆菌数,配料糖添加量,7.8,numeric,75229896.0
YOG2026052110,双歧杆菌数,配料蛋白质含量,3.5,numeric,75229896.0
YOG2026052111,双歧杆菌数,发酵时间,7.4,numeric,69722837.8
YOG2026052111,双歧杆菌数,发酵温度,39.3,numeric,69722837.8
YOG2026052111,双歧杆菌数,菌种类型,Bb-12,categorical,69722837.8
YOG2026052111,双歧杆菌数,待装罐储存温度,3.3,numeric,69722837.8
YOG2026052111,双歧杆菌数,配料糖添加量,7.8,numeric,69722837.8
YOG2026052111,双歧杆菌数,配料蛋白质含量,3.2,numeric,69722837.8
YOG2026052112,双歧杆菌数,发酵时间,6.6,numeric,66274630.3
YOG2026052112,双歧杆菌数,发酵温度,39.6,numeric,66274630.3
YOG2026052112,双歧杆菌数,菌种类型,HN019,categorical,66274630.3
YOG2026052112,双歧杆菌数,待装罐储存温度,4.9,numeric,66274630.3
YOG2026052112,双歧杆菌数,配料糖添加量,8.2,numeric,66274630.3
YOG2026052112,双歧杆菌数,配料蛋白质含量,3.5,numeric,66274630.3
YOG2026052113,双歧杆菌数,发酵时间,7.4,numeric,71887684.8
YOG2026052113,双歧杆菌数,发酵温度,39.9,numeric,71887684.8
YOG2026052113,双歧杆菌数,菌种类型,HN019,categorical,71887684.8
YOG2026052113,双歧杆菌数,待装罐储存温度,4.4,numeric,71887684.8
YOG2026052113,双歧杆菌数,配料糖添加量,7.9,numeric,71887684.8
YOG2026052113,双歧杆菌数,配料蛋白质含量,3.6,numeric,71887684.8
YOG2026052114,双歧杆菌数,发酵时间,6.7,numeric,51521133.5
YOG2026052114,双歧杆菌数,发酵温度,38.0,numeric,51521133.5
YOG2026052114,双歧杆菌数,菌种类型,BB536,categorical,51521133.5
YOG2026052114,双歧杆菌数,待装罐储存温度,3.9,numeric,51521133.5
YOG2026052114,双歧杆菌数,配料糖添加量,9.0,numeric,51521133.5
YOG2026052114,双歧杆菌数,配料蛋白质含量,3.7,numeric,51521133.5
YOG2026052115,双歧杆菌数,发酵时间,7.5,numeric,58798561.5
YOG2026052115,双歧杆菌数,发酵温度,41.0,numeric,58798561.5
YOG2026052115,双歧杆菌数,菌种类型,BL21,categorical,58798561.5
YOG2026052115,双歧杆菌数,待装罐储存温度,4.1,numeric,58798561.5
YOG2026052115,双歧杆菌数,配料糖添加量,8.1,numeric,58798561.5
YOG2026052115,双歧杆菌数,配料蛋白质含量,3.4,numeric,58798561.5
YOG2026052116,双歧杆菌数,发酵时间,6.8,numeric,67849279.7
YOG2026052116,双歧杆菌数,发酵温度,40.5,numeric,67849279.7
YOG2026052116,双歧杆菌数,菌种类型,Bb-12,categorical,67849279.7
YOG2026052116,双歧杆菌数,待装罐储存温度,5.2,numeric,67849279.7
YOG2026052116,双歧杆菌数,配料糖添加量,7.9,numeric,67849279.7
YOG2026052116,双歧杆菌数,配料蛋白质含量,3.4,numeric,67849279.7
YOG2026052117,双歧杆菌数,发酵时间,7.0,numeric,62344512.5
YOG2026052117,双歧杆菌数,发酵温度,40.5,numeric,62344512.5
YOG2026052117,双歧杆菌数,菌种类型,BB536,categorical,62344512.5
YOG2026052117,双歧杆菌数,待装罐储存温度,2.6,numeric,62344512.5
YOG2026052117,双歧杆菌数,配料糖添加量,6.4,numeric,62344512.5
YOG2026052117,双歧杆菌数,配料蛋白质含量,3.4,numeric,62344512.5
YOG2026052118,双歧杆菌数,发酵时间,6.4,numeric,67320892.3
YOG2026052118,双歧杆菌数,发酵温度,39.6,numeric,67320892.3
YOG2026052118,双歧杆菌数,菌种类型,BL21,categorical,67320892.3
YOG2026052118,双歧杆菌数,待装罐储存温度,3.9,numeric,67320892.3
YOG2026052118,双歧杆菌数,配料糖添加量,7.7,numeric,67320892.3
YOG2026052118,双歧杆菌数,配料蛋白质含量,3.8,numeric,67320892.3
YOG2026052119,双歧杆菌数,发酵时间,7.2,numeric,75058811.5
YOG2026052119,双歧杆菌数,发酵温度,40.2,numeric,75058811.5
YOG2026052119,双歧杆菌数,菌种类型,Bb-12,categorical,75058811.5
YOG2026052119,双歧杆菌数,待装罐储存温度,4.6,numeric,75058811.5
YOG2026052119,双歧杆菌数,配料糖添加量,7.2,numeric,75058811.5
YOG2026052119,双歧杆菌数,配料蛋白质含量,3.7,numeric,75058811.5
YOG2026052120,双歧杆菌数,发酵时间,7.0,numeric,70769733.8
YOG2026052120,双歧杆菌数,发酵温度,40.5,numeric,70769733.8
YOG2026052120,双歧杆菌数,菌种类型,BL21,categorical,70769733.8
YOG2026052120,双歧杆菌数,待装罐储存温度,2.9,numeric,70769733.8
YOG2026052120,双歧杆菌数,配料糖添加量,6.9,numeric,70769733.8
YOG2026052120,双歧杆菌数,配料蛋白质含量,3.7,numeric,70769733.8
YOG2026052201,双歧杆菌数,发酵时间,7.2,numeric,71742845.7
YOG2026052201,双歧杆菌数,发酵温度,39.3,numeric,71742845.7
YOG2026052201,双歧杆菌数,菌种类型,Bb-12,categorical,71742845.7
YOG2026052201,双歧杆菌数,待装罐储存温度,3.1,numeric,71742845.7
YOG2026052201,双歧杆菌数,配料糖添加量,8.8,numeric,71742845.7
YOG2026052201,双歧杆菌数,配料蛋白质含量,3.3,numeric,71742845.7
YOG2026052202,双歧杆菌数,发酵时间,7.8,numeric,64362150.9
YOG2026052202,双歧杆菌数,发酵温度,39.3,numeric,64362150.9
YOG2026052202,双歧杆菌数,菌种类型,HN019,categorical,64362150.9
YOG2026052202,双歧杆菌数,待装罐储存温度,4.6,numeric,64362150.9
YOG2026052202,双歧杆菌数,配料糖添加量,7.8,numeric,64362150.9
YOG2026052202,双歧杆菌数,配料蛋白质含量,3.6,numeric,64362150.9
YOG2026052203,双歧杆菌数,发酵时间,6.7,numeric,76621865.8
YOG2026052203,双歧杆菌数,发酵温度,39.9,numeric,76621865.8
YOG2026052203,双歧杆菌数,菌种类型,Bb-12,categorical,76621865.8
YOG2026052203,双歧杆菌数,待装罐储存温度,4.0,numeric,76621865.8
YOG2026052203,双歧杆菌数,配料糖添加量,7.3,numeric,76621865.8
YOG2026052203,双歧杆菌数,配料蛋白质含量,3.6,numeric,76621865.8
YOG2026052204,双歧杆菌数,发酵时间,6.7,numeric,75930324.2
YOG2026052204,双歧杆菌数,发酵温度,39.8,numeric,75930324.2
YOG2026052204,双歧杆菌数,菌种类型,Bb-12,categorical,75930324.2
YOG2026052204,双歧杆菌数,待装罐储存温度,3.0,numeric,75930324.2
YOG2026052204,双歧杆菌数,配料糖添加量,6.2,numeric,75930324.2
YOG2026052204,双歧杆菌数,配料蛋白质含量,3.5,numeric,75930324.2
YOG2026052205,双歧杆菌数,发酵时间,8.2,numeric,59092514.3
YOG2026052205,双歧杆菌数,发酵温度,40.6,numeric,59092514.3
YOG2026052205,双歧杆菌数,菌种类型,BL21,categorical,59092514.3
YOG2026052205,双歧杆菌数,待装罐储存温度,4.0,numeric,59092514.3
YOG2026052205,双歧杆菌数,配料糖添加量,7.8,numeric,59092514.3
YOG2026052205,双歧杆菌数,配料蛋白质含量,3.5,numeric,59092514.3
YOG2026052206,双歧杆菌数,发酵时间,7.3,numeric,66531399.5
YOG2026052206,双歧杆菌数,发酵温度,39.1,numeric,66531399.5
YOG2026052206,双歧杆菌数,菌种类型,Bb-12,categorical,66531399.5
YOG2026052206,双歧杆菌数,待装罐储存温度,5.1,numeric,66531399.5
YOG2026052206,双歧杆菌数,配料糖添加量,8.5,numeric,66531399.5
YOG2026052206,双歧杆菌数,配料蛋白质含量,3.6,numeric,66531399.5
YOG2026052207,双歧杆菌数,发酵时间,7.2,numeric,69237893.9
YOG2026052207,双歧杆菌数,发酵温度,40.0,numeric,69237893.9
YOG2026052207,双歧杆菌数,菌种类型,HN019,categorical,69237893.9
YOG2026052207,双歧杆菌数,待装罐储存温度,4.7,numeric,69237893.9
YOG2026052207,双歧杆菌数,配料糖添加量,8.4,numeric,69237893.9
YOG2026052207,双歧杆菌数,配料蛋白质含量,3.4,numeric,69237893.9
YOG2026052208,双歧杆菌数,发酵时间,6.7,numeric,64635417.0
YOG2026052208,双歧杆菌数,发酵温度,40.1,numeric,64635417.0
YOG2026052208,双歧杆菌数,菌种类型,Bb-12,categorical,64635417.0
YOG2026052208,双歧杆菌数,待装罐储存温度,5.5,numeric,64635417.0
YOG2026052208,双歧杆菌数,配料糖添加量,7.1,numeric,64635417.0
YOG2026052208,双歧杆菌数,配料蛋白质含量,3.2,numeric,64635417.0
YOG2026052209,双歧杆菌数,发酵时间,7.1,numeric,73643816.6
YOG2026052209,双歧杆菌数,发酵温度,40.0,numeric,73643816.6
YOG2026052209,双歧杆菌数,菌种类型,HN019,categorical,73643816.6
YOG2026052209,双歧杆菌数,待装罐储存温度,4.2,numeric,73643816.6
YOG2026052209,双歧杆菌数,配料糖添加量,8.2,numeric,73643816.6
YOG2026052209,双歧杆菌数,配料蛋白质含量,3.5,numeric,73643816.6
YOG2026052210,双歧杆菌数,发酵时间,7.7,numeric,60933569.2
YOG2026052210,双歧杆菌数,发酵温度,38.7,numeric,60933569.2
YOG2026052210,双歧杆菌数,菌种类型,HN019,categorical,60933569.2
YOG2026052210,双歧杆菌数,待装罐储存温度,3.2,numeric,60933569.2
YOG2026052210,双歧杆菌数,配料糖添加量,7.9,numeric,60933569.2
YOG2026052210,双歧杆菌数,配料蛋白质含量,3.2,numeric,60933569.2
YOG2026052211,双歧杆菌数,发酵时间,6.9,numeric,56618876.2
YOG2026052211,双歧杆菌数,发酵温度,41.3,numeric,56618876.2
YOG2026052211,双歧杆菌数,菌种类型,BL21,categorical,56618876.2
YOG2026052211,双歧杆菌数,待装罐储存温度,4.0,numeric,56618876.2
YOG2026052211,双歧杆菌数,配料糖添加量,8.2,numeric,56618876.2
YOG2026052211,双歧杆菌数,配料蛋白质含量,3.2,numeric,56618876.2
YOG2026052212,双歧杆菌数,发酵时间,6.7,numeric,75857407.4
YOG2026052212,双歧杆菌数,发酵温度,39.7,numeric,75857407.4
YOG2026052212,双歧杆菌数,菌种类型,Bb-12,categorical,75857407.4
YOG2026052212,双歧杆菌数,待装罐储存温度,3.7,numeric,75857407.4
YOG2026052212,双歧杆菌数,配料糖添加量,8.9,numeric,75857407.4
YOG2026052212,双歧杆菌数,配料蛋白质含量,3.6,numeric,75857407.4
YOG2026052213,双歧杆菌数,发酵时间,6.4,numeric,70644975.1
YOG2026052213,双歧杆菌数,发酵温度,40.2,numeric,70644975.1
YOG2026052213,双歧杆菌数,菌种类型,HN019,categorical,70644975.1
YOG2026052213,双歧杆菌数,待装罐储存温度,4.5,numeric,70644975.1
YOG2026052213,双歧杆菌数,配料糖添加量,8.8,numeric,70644975.1
YOG2026052213,双歧杆菌数,配料蛋白质含量,3.8,numeric,70644975.1
YOG2026052214,双歧杆菌数,发酵时间,6.5,numeric,77903199.4
YOG2026052214,双歧杆菌数,发酵温度,39.4,numeric,77903199.4
YOG2026052214,双歧杆菌数,菌种类型,Bb-12,categorical,77903199.4
YOG2026052214,双歧杆菌数,待装罐储存温度,2.7,numeric,77903199.4
YOG2026052214,双歧杆菌数,配料糖添加量,7.8,numeric,77903199.4
YOG2026052214,双歧杆菌数,配料蛋白质含量,3.6,numeric,77903199.4
YOG2026052215,双歧杆菌数,发酵时间,7.5,numeric,73695607.9
YOG2026052215,双歧杆菌数,发酵温度,39.9,numeric,73695607.9
YOG2026052215,双歧杆菌数,菌种类型,Bb-12,categorical,73695607.9
YOG2026052215,双歧杆菌数,待装罐储存温度,3.7,numeric,73695607.9
YOG2026052215,双歧杆菌数,配料糖添加量,8.1,numeric,73695607.9
YOG2026052215,双歧杆菌数,配料蛋白质含量,3.3,numeric,73695607.9
YOG2026052216,双歧杆菌数,发酵时间,8.0,numeric,60281939.2
YOG2026052216,双歧杆菌数,发酵温度,38.7,numeric,60281939.2
YOG2026052216,双歧杆菌数,菌种类型,Bb-12,categorical,60281939.2
YOG2026052216,双歧杆菌数,待装罐储存温度,4.2,numeric,60281939.2
YOG2026052216,双歧杆菌数,配料糖添加量,9.4,numeric,60281939.2
YOG2026052216,双歧杆菌数,配料蛋白质含量,3.5,numeric,60281939.2
YOG2026052217,双歧杆菌数,发酵时间,6.9,numeric,65896897.5
YOG2026052217,双歧杆菌数,发酵温度,39.7,numeric,65896897.5
YOG2026052217,双歧杆菌数,菌种类型,HN019,categorical,65896897.5
YOG2026052217,双歧杆菌数,待装罐储存温度,3.8,numeric,65896897.5
YOG2026052217,双歧杆菌数,配料糖添加量,9.0,numeric,65896897.5
YOG2026052217,双歧杆菌数,配料蛋白质含量,3.1,numeric,65896897.5
YOG2026052218,双歧杆菌数,发酵时间,7.8,numeric,64584264.6
YOG2026052218,双歧杆菌数,发酵温度,38.9,numeric,64584264.6
YOG2026052218,双歧杆菌数,菌种类型,HN019,categorical,64584264.6
YOG2026052218,双歧杆菌数,待装罐储存温度,3.7,numeric,64584264.6
YOG2026052218,双歧杆菌数,配料糖添加量,7.7,numeric,64584264.6
YOG2026052218,双歧杆菌数,配料蛋白质含量,3.6,numeric,64584264.6
YOG2026052219,双歧杆菌数,发酵时间,6.2,numeric,54202097.7
YOG2026052219,双歧杆菌数,发酵温度,40.4,numeric,54202097.7
YOG2026052219,双歧杆菌数,菌种类型,BL21,categorical,54202097.7
YOG2026052219,双歧杆菌数,待装罐储存温度,6.0,numeric,54202097.7
YOG2026052219,双歧杆菌数,配料糖添加量,7.0,numeric,54202097.7
YOG2026052219,双歧杆菌数,配料蛋白质含量,3.5,numeric,54202097.7
YOG2026052220,双歧杆菌数,发酵时间,6.7,numeric,75764108.2
YOG2026052220,双歧杆菌数,发酵温度,40.3,numeric,75764108.2
YOG2026052220,双歧杆菌数,菌种类型,Bb-12,categorical,75764108.2
YOG2026052220,双歧杆菌数,待装罐储存温度,4.0,numeric,75764108.2
YOG2026052220,双歧杆菌数,配料糖添加量,7.6,numeric,75764108.2
YOG2026052220,双歧杆菌数,配料蛋白质含量,3.6,numeric,75764108.2
YOG2026052301,双歧杆菌数,发酵时间,7.9,numeric,57253837.0
YOG2026052301,双歧杆菌数,发酵温度,39.8,numeric,57253837.0
YOG2026052301,双歧杆菌数,菌种类型,BL21,categorical,57253837.0
YOG2026052301,双歧杆菌数,待装罐储存温度,4.7,numeric,57253837.0
YOG2026052301,双歧杆菌数,配料糖添加量,7.1,numeric,57253837.0
YOG2026052301,双歧杆菌数,配料蛋白质含量,3.3,numeric,57253837.0
YOG2026052302,双歧杆菌数,发酵时间,7.2,numeric,66906982.9
YOG2026052302,双歧杆菌数,发酵温度,41.2,numeric,66906982.9
YOG2026052302,双歧杆菌数,菌种类型,Bb-12,categorical,66906982.9
YOG2026052302,双歧杆菌数,待装罐储存温度,4.4,numeric,66906982.9
YOG2026052302,双歧杆菌数,配料糖添加量,7.8,numeric,66906982.9
YOG2026052302,双歧杆菌数,配料蛋白质含量,3.5,numeric,66906982.9
YOG2026052303,双歧杆菌数,发酵时间,6.4,numeric,63092250.9
